Id,Date,Name,Active,JobTitle,Affiliation,Institution,GrossSalary_Year,GrossSalary_Month,GrossSalary_Month_Base,GrossSalary_Month_Supplement,GrossSalary_Month_Diets,BirthDate
6886,08/11/2021,José Antillano Palencia,1,Alcalde Del Ayuntamiento De Carrascalejo El,CIC,Ayuntamiento De Carrascalejo El,"0,00","0,00",,,,
6887,08/11/2021,Agustin Castello Tena,1,Alcalde Del Ayuntamiento De Casas De Reina,PSOE,Ayuntamiento De Casas De Reina,"150,00","10,71",,,,
6888,08/11/2021,María Angeles Merino Bermejo,1,Alcaldesa,PP,Ayuntamiento De Castilblanco,"0,00","0,00",,,,
6889,08/11/2021,Antonio Sierra Serrano,1,Alcalde Del Ayuntamiento De Cheles,PP,Ayuntamiento De Cheles,"21.650,30","1.546,45",,,,
6890,08/11/2021,Joaquin Tejero Barroso,1,Alcalde Del Ayuntamiento De Codosera La,PSOE,Ayuntamiento De Codosera La,"33.600,00","2.400,00",,,,
6891,08/11/2021,Cristian Maldonado Muñoz,1,Alcalde Del Ayuntamiento De Coronada La,PSOE,Ayuntamiento De Coronada La,"28.279,09","2.019,94",,,,
6892,08/11/2021,María José Valdivia Sierra,0,Alcaldesa,PSOE,Ayuntamiento De La Coronada,"20.440,00",,,,,
6893,08/11/2021,Lucas Sancho Ruiz,1,Alcalde Del Ayuntamiento De Cristina,PSOE,Ayuntamiento De Cristina,"16.117,08","1.151,22",,,,
6894,08/11/2021,Esteban Cortés Almendro,1,Alcalde Del Ayuntamiento De Don Álvaro,PSOE,Ayuntamiento De Don Álvaro,"19.399,60","1.385,69",,,,
6895,08/11/2021,Jose Luis Quintana Alvarez,1,Alcalde Del Ayuntamiento De Don Benito,PSOE,Ayuntamiento De Don Benito,"52.182,25","3.727,30",,,,04/12/1960
6896,08/11/2021,Francisco José Pajuelo Sánchez,1,Alcalde Del Ayuntamiento De Esparragalejo,PSOE,Ayuntamiento De Esparragalejo,"29.915,76","2.136,84",,,,
6897,08/11/2021,Javier Villar Parraga,1,Alcalde Del Ayuntamiento De Esparragosa De La Serena,PP,Ayuntamiento De Esparragosa De La Serena,"20.504,00","136.179,14",,,,
6898,08/11/2021,Fernando García Arévalo,1,Alcalde Del Ayuntamiento De Esparragosa De Lares,PP,Ayuntamiento De Esparragosa De Lares,"22.736,98","1.624,07",,,,
6899,08/11/2021,Manuela Cornejo Flores,1,Alcaldesa Del Ayuntamiento De Feria,EX,Ayuntamiento De Feria,"22.997,51","1.642,68",,,,
6900,08/11/2021,Ismael Higuera Clemente,1,Alcalde Del Ayuntamiento De Fuenlabrada De Los Montes,PSOE,Ayuntamiento De Fuenlabrada De Los Montes,"29.760,08","2.125,72",,,,
6901,08/11/2021,Carmen Pagador Lopez,1,Alcaldesa Del Ayuntamiento De Fuente De Cantos,PP,Ayuntamiento De Fuente De Cantos,"41.847,88","2.989,13",,,,
6902,08/11/2021,Maria Carmen Dominguez Lozano,1,Alcaldesa Del Ayuntamiento De Fuente Del Arco,PSOE,Ayuntamiento De Fuente Del Arco,"0,00","0,00",,,,
6903,08/11/2021,Francisco De Asís Martínez Fermoselle,1,Alcalde Del Ayuntamiento De Fuentes De León,PSOE,Ayuntamiento De Fuentes De León,"26.400,00","1.885,71",,,,
6904,08/11/2021,José Manuel Romero Moreno,1,Alcalde Del Ayuntamiento De Garbayuela,PSOE,Ayuntamiento De Garbayuela,"24.472,50","1.748,04",,,,
6905,08/11/2021,José Álvaro Rodríguez,1,Alcalde Del Ayuntamiento De Garlitos,PP,Ayuntamiento De Garlitos,"13.856,71","989,77",,,,
6906,08/11/2021,Maria Belen Solís Cerro,1,Alcaldesa Del Ayuntamiento De Garrovilla La,Cs,Ayuntamiento De Garrovilla La,"24.486,46","1.749,03",,,,
6907,08/11/2021,Maria De Las Mercedes Moruno Martos,1,Alcaldesa Del Ayuntamiento De Granja De Torrehermosa,PP,Ayuntamiento De Granja De Torrehermosa,"24.847,20","1.774,80",,,,
6908,08/11/2021,Francisco Moreno Pagador,1,Alcalde Del Ayuntamiento De Guadiana Del Caudillo,PSOE,Ayuntamiento De Guadiana Del Caudillo,"37.747,92","2.696,28",,,,
6909,08/11/2021,Abel Gonzalez Ramiro,1,Alcalde Del Ayuntamiento De Guareña,PSOE,Ayuntamiento De Guareña,"15.000,02","1.071,43",,,,
6910,08/11/2021,Julia Sánchez Villa,1,Alcaldesa Del Ayuntamiento De Helechosa De Los Montes,INDEPENDIENTES POR HELECHOSA,Ayuntamiento De Helechosa De Los Montes,"0,00","0,00",,,,
6911,08/11/2021,Saturnino Alcázar Vaquerizo,1,Alcalde Del Ayuntamiento De Herrera Del Duque,PSOE,Ayuntamiento De Herrera Del Duque,"7890,00","563,57",,,,
6912,08/11/2021,Maria Triviño Portalo,1,Alcaldesa Del Ayuntamiento De Higuera De La Serena,PSOE,Ayuntamiento De Higuera De La Serena,"23.521,93","1.680,14",,,,
6913,08/11/2021,Adrian Serrano Rebollo,1,Alcalde Del Ayuntamiento De Higuera De Llerena,PP,Ayuntamiento De Higuera De Llerena,"22.488,84","1.606,35",,,,
6914,08/11/2021,José Torvisco Soriano,1,Alcalde Del Ayuntamiento De Higuera De Vargas,PSOE,Ayuntamiento De Higuera De Vargas,"34.201,79","2.442,99",,,,
6915,08/11/2021,Miguel Ruíz Martínez,1,Alcalde Del Ayuntamiento De Higuera La Real,PSOE,Ayuntamiento De Higuera La Real,"25.182,64","1.798,76",,,,
6916,08/11/2021,Francisco Buenavista Garcia,1,Alcalde Del Ayuntamiento De Hornachos,PSOE,Ayuntamiento De Hornachos,"2870,00","205,00",,,,
6917,08/11/2021,Virginia Borrallo Rubio,1,Alcaldesa,PSOE,Ayuntamiento De Jerez De Los Caballeros,"25.723,56","1.837,40",,,,
6918,08/11/2021,Juan Carlos Santana Fernandez,0,Alcalde Del Ayuntamiento De Jerez De Los Caballeros,PODEMOS-IU,Ayuntamiento De Jerez De Los Caballeros,"14.095,10",,,,,
6919,08/11/2021,Inocencio Rodriguez Muñoz,1,Alcalde Del Ayuntamiento De Lapa La,PSOE,Ayuntamiento De Lapa La,"26.722,41","1.908,74",,,,
6920,08/11/2021,Juana Moreno Sierra,1,Alcaldesa Del Ayuntamiento De Llerena,PSOE,Ayuntamiento De Llerena,"49.037,70","3.502,69",,,,
6921,08/11/2021,Inés María Escobar Moreno,1,Alcaldesa Del Ayuntamiento De Magacela,PSOE,Ayuntamiento De Magacela,"21.420,00","1.530,00",,,,
6922,08/11/2021,Fernanda Ortiz Ortiz,1,Alcaldesa,PP,Ayuntamiento De Maguilla,"21.050,72","1.503,62",,,,
6923,08/11/2021,Juan Antonio Ruiz Vizuete,1,Alcalde Del Ayuntamiento De Malcocinado,PSOE,Ayuntamiento De Malcocinado,"10.731,00","766,50",,,,
6924,08/11/2021,Valentin Pozo Torres,1,Alcalde Del Ayuntamiento De Medellín,PSOE,Ayuntamiento De Medellín,"27.067,60","1.933,40",,,,
6925,08/11/2021,Lorenzo Garrido Garrido,1,Alcalde Del Ayuntamiento De Mengabril,AJM,Ayuntamiento De Mengabril,"17.933,72","1.280,98",,,,
6926,08/11/2021,Antonio Rodríguez Osuna,1,Alcalde Del Ayuntamiento De Mérida,PSOE,Ayuntamiento De Mérida,"59.429,02","4.244,93",,,,06/03/1975
6927,08/11/2021,José María Carrasco Ledo,1,GERENTE GESPESA,Sin partido,Junta De Extremadura,"49.447,30","3.496,24",,,,
6928,08/11/2021,Antonio Garrote Ledesma,1,Alcalde Del Ayuntamiento De Monesterio,PSOE,Ayuntamiento De Monesterio,"38.652,46","2.760,89",,,,
6929,08/11/2021,Juan Elias Megias Castillon,1,Alcalde Del Ayuntamiento De Montemolín,PP,Ayuntamiento De Montemolín,"16.800,00","1.200,00",,,,
6930,08/11/2021,Jesus Martin Torres,1,Alcalde Del Ayuntamiento De Monterrubio De La Serena,PSOE,Ayuntamiento De Monterrubio De La Serena,"30.800,00","2.200,00",,,,
6931,08/11/2021,Manuel Gómez Rodríguez,1,Alcalde Del Ayuntamiento De Montijo,PSOE,Ayuntamiento De Montijo,"45.999,94","3.285,71",,,,
6932,08/11/2021,Francisco Javier Fernández Cano,1,Alcalde Del Ayuntamiento De Navalvillar De Pela,PSOE,Ayuntamiento De Navalvillar De Pela,"20.528,67","1.466,33",,,,
6933,08/11/2021,Eva Maria Lozano Hernandez,1,Alcaldesa Del Ayuntamiento De Nogales,PP,Ayuntamiento De Nogales,"0,00","0,00",,,,
6934,08/11/2021,Juan Carlos Benítez Casillas,1,Alcalde Del Ayuntamiento De Oliva De Mérida,PP,Ayuntamiento De Oliva De Mérida,"24.500,00","1.750,00",,,,
6935,08/11/2021,Manuel Jose Gonzalez Andrades,1,Alcalde Del Ayuntamiento De Olivenza,PSOE,Ayuntamiento De Olivenza,"48.715,66","3.479,69",,,,
6936,08/11/2021,Cayetano Ramos Sierra,1,Alcalde Del Ayuntamiento De Orellana La Vieja,PSOE,Ayuntamiento De Orellana La Vieja,"27.158,60","1.939,90",,,,
6937,08/11/2021,Francisco Gines Vazquez,1,Alcalde Del Ayuntamiento De Palomas,PSOE,Ayuntamiento De Palomas,"24.592,24","1.756,59",,,,
6938,08/11/2021,Alejandro Lagar Nieto,1,Alcalde Del Ayuntamiento De Parra La,PP,Ayuntamiento De Parra La,"24.871,64","1.776,55",,,,
6939,08/11/2021,Juan María Delfa Cupido,1,Alcalde Del Ayuntamiento De Puebla De La Calzada,PSOE,Ayuntamiento De Puebla De La Calzada,"35.080,48","2.505,75",,,,
6940,08/11/2021,Ana Maria Redondo Villar,1,Alcaldesa Del Ayuntamiento De Puebla De La Reina,PSOE,Ayuntamiento De Puebla De La Reina,"23.947,10","1.710,51",,,,
6941,08/11/2021,Juan Manuel Iglesias Carrillo,1,Alcalde Del Ayuntamiento De Puebla De Obando,PSOE,Ayuntamiento De Puebla De Obando,"18.596,06","1.328,29",,,,
6942,08/11/2021,Jose Agustin Reja Rodriguez,1,Alcalde Del Ayuntamiento De Puebla De Sancho Pérez,USIP-EXTREMEÑOS,Ayuntamiento De Puebla De Sancho Pérez,"1620,00","115,71",,,,
6943,08/11/2021,Maria Del Carmen Delgado Machio,1,Alcaldesa Del Ayuntamiento De Puebla Del Prior,PSOE,Ayuntamiento De Puebla Del Prior,"21.579,60","1.541,40",,,,
6944,08/11/2021,Pedro Pablo Gonzalez Merino,1,Alcalde Del Ayuntamiento De Pueblonuevo Del Guadiana,PP,Ayuntamiento De Pueblonuevo Del Guadiana,"35.931,42","2.566,53",,,,
6945,08/11/2021,Francisco Gonzalez Miranda,1,Alcalde Del Ayuntamiento De Reina,PSOE,Ayuntamiento De Reina,"11.200,00","800,00",,,,
6946,08/11/2021,Juan Diego Caballero Murillo,1,Alcalde Del Ayuntamiento De Retamal De Llerena,PSOE,Ayuntamiento De Retamal De Llerena,"24.275,88","1.733,99",,,,
6947,08/11/2021,Piedad Rodriguez Castrejon,1,Alcaldesa Del Ayuntamiento De Ribera Del Fresno,PSOE,Ayuntamiento De Ribera Del Fresno,"31.500,00","2.250,00",,,,
6948,08/11/2021,Sandra Narciso García,1,Alcaldesa,PSOE,Ayuntamiento De Salvaleón,"20.033,08","1.430,93",,,,
6949,08/11/2021,Andrés Jesús Pérez Palma,1,Alcalde Del Ayuntamiento De San Pedro De Mérida,PSOE,Ayuntamiento De San Pedro De Mérida,"13.374,20","955,30",,,,
6950,08/11/2021,Andres Hernaiz De Sixte,1,Alcalde Del Ayuntamiento De San Vicente De Alcántara,PSOE,Ayuntamiento De San Vicente De Alcántara,"47.525,38","3.394,67",,,,
6951,08/11/2021,Raquel Castaño Peña,1,Alcaldesa Del Ayuntamiento De Santa Amalia,PSOE,Ayuntamiento De Santa Amalia,"27.790,00","1.985,00",,,,
6952,08/11/2021,Manuel Lavado Barroso,1,Alcalde Del Ayuntamiento De Santos De Maimona Los,PP,Ayuntamiento De Santos De Maimona Los,"44.774,72","3.198,19",,,,
6953,08/11/2021,Lorenzo Molina Medina,1,Alcalde Del Ayuntamiento De Segura De León,PSOE,Ayuntamiento De Segura De León,"518,00","37,00",,,,
6954,08/11/2021,Maria Dolores Gomez Vaquero,1,Alcaldesa Del Ayuntamiento De Solana De Los Barros,PSOE,Ayuntamiento De Solana De Los Barros,"16.170,00","1.155,00",,,,
6955,08/11/2021,Antonio García Sánchez,1,Alcalde Del Ayuntamiento De Talarrubias,PP,Ayuntamiento De Talarrubias,"2759,99","197,14",,,,
6956,08/11/2021,David Fernández Fernández,1,Alcalde Del Ayuntamiento De Táliga,PP,Ayuntamiento De Táliga,"30.100,30","2.150,02",,,,
6957,08/11/2021,Beatriz González Fernández,1,Alcaldesa Del Ayuntamiento De Torre De Miguel Sesmero,PSOE,Ayuntamiento De Torre De Miguel Sesmero,"29.348,90","2.096,35",,,,
6958,08/11/2021,Antonio Demetrio Garcés Lasus,1,Alcalde Del Ayuntamiento De Barbuñales,PSOE,Ayuntamiento De Barbuñales,"0,00","0,00",,,,
6959,08/11/2021,Carmen Lalueza Giral,1,Alcaldesa Del Ayuntamiento De Bárcabo,PSOE,Ayuntamiento De Bárcabo,"0,00","0,00",,,,
6960,08/11/2021,Francisco Javier Carrasquer Ferrer,1,Alcalde Del Ayuntamiento De Belver De Cinca,PP,Ayuntamiento De Belver De Cinca,"0,00","0,00",,,,
6961,08/11/2021,Jose Ignacio Abadias Mora,1,Alcalde Del Ayuntamiento De Benasque,PAR,Ayuntamiento De Benasque,"42.452,20","3.032,30",,,,
6962,08/11/2021,Jesus Guitart Ferraz,1,Alcalde Del Ayuntamiento De Beranuy,PP,Ayuntamiento De Beranuy,"0,00","0,00",,,,
6963,08/11/2021,José Carlos Boned Fuertes,1,Alcalde Del Ayuntamiento De Berbegal,PSOE,Ayuntamiento De Berbegal,"0,00","0,00",,,,
6964,08/11/2021,Miguel Angel Noguero Mur,1,Alcalde Del Ayuntamiento De Bielsa,PSOE,Ayuntamiento De Bielsa,"360,00","25,71",,,,
6965,08/11/2021,Cesar Sanchez Lafarga,1,Alcalde Del Ayuntamiento De Bierge,PSOE,Ayuntamiento De Bierge,"0,00","0,00",,,,
6966,08/11/2021,Nuria Pargada Zapater,1,Alcaldesa Del Ayuntamiento De Biescas,PAR,Ayuntamiento De Biescas,"21.633,56","1.545,25",,,,
6967,08/11/2021,Juan Jose Latre Ferris,1,Alcalde Del Ayuntamiento De Binaced,PSOE,Ayuntamiento De Binaced,"430,00","30,71",,,,
6968,08/11/2021,Alfonso Adan Pozo,1,Alcalde Del Ayuntamiento De Binéfar,PSOE,Ayuntamiento De Binéfar,"28.523,06","2.037,36",,,,
6969,08/11/2021,Maria Pilar Saludes Vispe,1,Alcaldesa Del Ayuntamiento De Bisaurri,PP,Ayuntamiento De Bisaurri,"0,00","0,00",,,,
6970,08/11/2021,Jose Maria Gimenez Banzo,1,Alcalde Del Ayuntamiento De Biscarrués,CHA,Ayuntamiento De Biscarrués,"0,00","0,00",,,,
6971,08/11/2021,Bernabé Nasarre Zamora,1,Alcalde Del Ayuntamiento De Blecua Y Torres,AETB,Ayuntamiento De Blecua Y Torres,"0,00","0,00",,,,
6972,08/11/2021,Jose Maria Gimenez Macarulla,1,Alcalde Del Ayuntamiento De Boltaña,PP,Ayuntamiento De Boltaña,"12.355,00","882,50",,,,
6973,08/11/2021,Marcelino Iglesias Cuartero,1,Alcalde Del Ayuntamiento De Bonansa,PSOE,Ayuntamiento De Bonansa,"0,00","0,00",,,,
6974,08/11/2021,Daniel Lopez Perez,1,Alcalde Del Ayuntamiento De Borau,PSOE,Ayuntamiento De Borau,"0,00","0,00",,,,
6975,08/11/2021,María Carmen Muro Gracia,1,Alcaldesa Del Ayuntamiento De Broto,PSOE,Ayuntamiento De Broto,"0,00","0,00",,,,
6976,08/11/2021,Primitivo Grasa Cebollero,1,Alcalde Del Ayuntamiento De Caldearenas,PP,Ayuntamiento De Caldearenas,"4487,00","320,50",,,,
6977,08/11/2021,Francis Javier Perez Franco,1,Alcalde Del Ayuntamiento De Canal De Berdún,PSOE,Ayuntamiento De Canal De Berdún,"0,00","0,00",,,,
6978,08/11/2021,Fernando Sanchez Morales,1,Alcalde Del Ayuntamiento De Canfranc,PSOE,Ayuntamiento De Canfranc,"10.200,00","728,57",,,,
6979,08/11/2021,Clemente Jaime Lana,1,Alcalde Del Ayuntamiento De Capdesaso,PSOE,Ayuntamiento De Capdesaso,"0,00","0,00",,,,
6980,08/11/2021,Angela Sarriera Socias,1,Alcaldesa Del Ayuntamiento De Capella,PSOE,Ayuntamiento De Capella,"2400,00","171,43",,,,
6981,08/11/2021,Maria Pilar Viu Bescos,1,Alcaldesa Del Ayuntamiento De Casbas De Huesca,PAR,Ayuntamiento De Casbas De Huesca,"0,00","0,00",,,,
6982,08/11/2021,Ana María Puey Campos,1,Alcaldesa Del Ayuntamiento De Castejón De Monegros,PSOE,Ayuntamiento De Castejón De Monegros,"0,00","0,00",,,,
6983,08/11/2021,Jose Manuel Abad Saura,1,Alcalde Del Ayuntamiento De Castejón De Sos,PAR,Ayuntamiento De Castejón De Sos,"19.900,00","1.421,43",,,,
6984,08/11/2021,Antonio Comps Encuentra,1,Alcalde Del Ayuntamiento De Castejón Del Puente,PP,Ayuntamiento De Castejón Del Puente,"0,00","0,00",,,,
6985,08/11/2021,Pedro Manuel Loscertales Nogués,1,Alcalde Del Ayuntamiento De Castelflorite,PSOE,Ayuntamiento De Castelflorite,"0,00","0,00",,,,
6986,08/11/2021,Jose Alvaro Salesa Puente,1,Alcalde Del Ayuntamiento De Castiello De Jaca,PSOE,Ayuntamiento De Castiello De Jaca,"0,00","0,00",,,,
6987,08/11/2021,Higinio Ciutad Adillón,1,Alcalde Del Ayuntamiento De Castigaleu,PAR,Ayuntamiento De Castigaleu,"0,00","0,00",,,,
6988,08/11/2021,Joaquin Muzas Royo,1,Alcalde Del Ayuntamiento De Castillazuelo,PSOE,Ayuntamiento De Castillazuelo,"0,00","0,00",,,,
6989,08/11/2021,Francisco Rivas Borrás,1,Alcalde Del Ayuntamiento De Castillonroy,PSOE,Ayuntamiento De Castillonroy,"0,00","0,00",,,,
6990,08/11/2021,Santiago Villas Enrech,1,Alcalde Del Ayuntamiento De Chalamera,PSOE,Ayuntamiento De Chalamera,"0,00","0,00",,,,
6991,08/11/2021,Enrique Barrau Pallaruelo,1,Alcalde Del Ayuntamiento De Chía,PSOE,Ayuntamiento De Chía,"0,00","0,00",,,,
6992,08/11/2021,Miguel Angel Torres Palacin,1,Alcalde Del Ayuntamiento De Chimillas,PP,Ayuntamiento De Chimillas,"0,00","0,00",,,,
6993,08/11/2021,Fernando Abadias Sanchon,1,Alcalde Del Ayuntamiento De Colungo,PSOE,Ayuntamiento De Colungo,"0,00","0,00",,,,
6994,08/11/2021,Tania Solans Raluy,1,Alcaldesa Del Ayuntamiento De Esplús,PSOE,Ayuntamiento De Esplús,"9812,40","700,89",,,,
6995,08/11/2021,Jose Maria Bafaluy Colomina,1,Alcalde Del Ayuntamiento De Estada,PP,Ayuntamiento De Estada,"0,00","0,00",,,,
6996,08/11/2021,María Pilar Lleyda Zanuy,1,Alcaldesa Del Ayuntamiento De Estadilla,Cs,Ayuntamiento De Estadilla,"0,00","0,00",,,,
6997,08/11/2021,Pedro Manuel Puyalto Delmas,1,Alcalde Del Ayuntamiento De Foradada Del Toscar,PSOE,Ayuntamiento De Foradada Del Toscar,"0,00","0,00",,,,
6998,08/11/2021,Maria Carmen Costa Cerezuela,1,Alcaldesa Del Ayuntamiento De Fraga,PP,Ayuntamiento De Fraga,"40.600,00","2.900,00",,,,
6999,08/11/2021,Jose Ramon Laplana Buetas,1,Alcalde Del Ayuntamiento De Fueva La,PSOE,Ayuntamiento De Fueva La,"450,00","32,14",,,,
7000,08/11/2021,David Bielsa Barrau,1,Alcalde Del Ayuntamiento De Gistaín,PAR,Ayuntamiento De Gistaín,"0,00","0,00",,,,
7001,08/11/2021,Maria Carmen Obis Matinero,1,Alcaldesa Del Ayuntamiento De Grado El,PAR,Ayuntamiento De Grado El,"0,00","0,00",,,,
7002,08/11/2021,Carlos Samperiz Enguita,1,Alcalde Del Ayuntamiento De Grañén,PP,Ayuntamiento De Grañén,"25.499,96","1.821,43",,,,
7003,08/11/2021,Gemma Betorz Periz,1,Alcaldesa Del Ayuntamiento De Graus,PSOE,Ayuntamiento De Graus,"0,00","0,00",,,,
7004,08/11/2021,Carlos Til Bescos,1,Alcalde Del Ayuntamiento De Gurrea De Gállego,PP,Ayuntamiento De Gurrea De Gállego,"22.339,52","1.595,68",,,,
7005,08/11/2021,Esperanza Lopez Sanz,1,Alcaldesa Del Ayuntamiento De Hoz De Jaca,PAR,Ayuntamiento De Hoz De Jaca,"11.901,24","850,09",,,,
7006,08/11/2021,Juan José Millaruelo Montaner,1,Alcalde Del Ayuntamiento De Hoz Y Costean,PSOE,Ayuntamiento De Hoz Y Costean,"0,00","0,00",,,,
7007,08/11/2021,Joaquin Fermin Biela Abadias,1,Alcalde Del Ayuntamiento De Huerto,PSOE,Ayuntamiento De Huerto,"0,00","0,00",,,,
7008,08/11/2021,Luis Eliseo Felipe Serrate,1,Alcalde Del Ayuntamiento De Huesca,PSOE,Ayuntamiento De Huesca,"37.691,65","2.692,26",,,,
7009,08/11/2021,Mario Adolfo Bescos Bescos,1,Alcalde Del Ayuntamiento De Ibieca,PP,Ayuntamiento De Ibieca,"0,00","0,00",,,,
7010,08/11/2021,Jose Maria Navarro Ena,1,Alcalde Del Ayuntamiento De Igriés,PAR,Ayuntamiento De Igriés,"320,00","22,86",,,,
7011,08/11/2021,Pedro Peropadre Cebollero,1,Alcalde Del Ayuntamiento De Ilche,PSOE,Ayuntamiento De Ilche,"0,00","0,00",,,,
7012,08/11/2021,Joaquin Eleuterio Montanuy Tremosa,1,Alcalde Del Ayuntamiento De Isábena,PP,Ayuntamiento De Isábena,"0,00","0,00",,,,
7013,08/11/2021,Juan Manuel Ramon Ipas,1,Alcalde Del Ayuntamiento De Jaca,PSOE,Ayuntamiento De Jaca,"45.000,00","3.214,29",,,,
7014,08/11/2021,Jose Maria Miranda Val,1,Alcalde Del Ayuntamiento De Jasa,PSOE,Ayuntamiento De Jasa,"0,00","0,00",,,,
7015,08/11/2021,Enrique Campo Sanz,1,Alcalde Del Ayuntamiento De Labuerda,PSOE,Ayuntamiento De Labuerda,"0,00","0,00",,,,
7016,08/11/2021,Maria Cristina Juarez Gracia,1,Alcaldesa Del Ayuntamiento De Laluenga,PSOE,Ayuntamiento De Laluenga,"0,00","0,00",,,,
7017,08/11/2021,Santiago Armando Sanjuan Franco,1,Alcalde Del Ayuntamiento De Lalueza,PSOE,Ayuntamiento De Lalueza,"0,00","0,00",,,,
7018,08/11/2021,Gerardo Castillo Baron,1,Alcalde Del Ayuntamiento De Lanaja,PSOE,Ayuntamiento De Lanaja,"280,00","20,00",,,,
7019,08/11/2021,Pedro Javier Redol Nadal,1,Alcalde Del Ayuntamiento De Laperdiguera,PP,Ayuntamiento De Laperdiguera,"0,00","0,00",,,,
7020,08/11/2021,Alfredo Pallas Guiral,1,Alcalde Del Ayuntamiento De Lascellas-Ponzano,Cs,Ayuntamiento De Lascellas-Ponzano,"300,00","21,43",,,,
7021,08/11/2021,Jose Luis Lloret Sin,1,Alcalde Del Ayuntamiento De Lascuarre,PP,Ayuntamiento De Lascuarre,"300,00","21,43",,,,
7022,08/11/2021,Juan Ignacio Espot Ruiz,1,Alcalde Del Ayuntamiento De Laspaúles,PP,Ayuntamiento De Laspaúles,"0,00","0,00",,,,
7023,08/11/2021,Agapito Antonio Castillo Mur,1,Alcalde Del Ayuntamiento De Laspuña,PP,Ayuntamiento De Laspuña,"0,00","0,00",,,,
7024,08/11/2021,Roberto Oros Constante,1,Alcalde Del Ayuntamiento De Loarre,PAR,Ayuntamiento De Loarre,"0,00","0,00",,,,
7025,08/11/2021,Jorge Luis Bail,1,Alcalde Del Ayuntamiento De Loporzano,AEILOP,Ayuntamiento De Loporzano,"450,00","32,14",,,,03/06/1984
7026,08/11/2021,Jose Maria Laborda Mongio,1,Alcalde Del Ayuntamiento De Loscorrales,PP,Ayuntamiento De Loscorrales,"0,00","0,00",,,,
7027,08/11/2021,Idoya Alvarez Alonso,1,Alcaldesa Del Ayuntamiento De Lupiñén-Ortilla,PSOE,Ayuntamiento De Lupiñén-Ortilla,"0,00","0,00",,,,
7028,08/11/2021,Montse Lloret Miranda,1,Alcaldesa Del Ayuntamiento De Monesma Y Cajigar,PAR,Ayuntamiento De Monesma Y Cajigar,"0,00","0,00",,,,
7029,08/11/2021,Jesus Manuel Lopez Ateza,1,Alcalde Del Ayuntamiento De Monflorite-Lascasas,PAR,Ayuntamiento De Monflorite-Lascasas,"0,00","0,00",,,,
7030,08/11/2021,Esther Cereza Quintana,1,Alcaldesa Del Ayuntamiento De Montanuy,PSOE,Ayuntamiento De Montanuy,"17.500,00","1.250,00",,,,
7031,08/11/2021,Isaac Claver Ortigosa,1,Alcalde Del Ayuntamiento De Monzón,PP,Ayuntamiento De Monzón,"29.776,67","2.126,90",,,,
7032,08/11/2021,Eusebio José Buil Arauz,1,Alcalde Del Ayuntamiento De Naval,PSOE,Ayuntamiento De Naval,"0,00","0,00",,,,
7033,08/11/2021,Vicente Monaj Rivares,1,Alcalde Del Ayuntamiento De Novales,PAR,Ayuntamiento De Novales,"0,00","0,00",,,,
7034,08/11/2021,Guillermo Palacín Castro,1,Alcalde Del Ayuntamiento De Nueno,PSOE,Ayuntamiento De Nueno,"355,00","25,36",,,,
7035,08/11/2021,Sabina Bibiana Gudel Cambra,1,Alcaldesa Del Ayuntamiento De Olvena,PP,Ayuntamiento De Olvena,"0,00","0,00",,,,
7036,08/11/2021,Jose Javier Ferrer Jordan,1,Alcalde Del Ayuntamiento De Ontiñena,PP,Ayuntamiento De Ontiñena,"0,00","0,00",,,,
7037,08/11/2021,Javier Cónsul Royes,1,Alcalde Del Ayuntamiento De Osso De Cinca,PSOE,Ayuntamiento De Osso De Cinca,"0,00","0,00",,,,
7038,08/11/2021,Maria Antonia Arnal Espinosa,1,Alcaldesa Del Ayuntamiento De Palo,PSOE,Ayuntamiento De Palo,"0,00","0,00",,,,
7039,08/11/2021,Jesus Maria Uriz Zuloaga,1,Alcalde Del Ayuntamiento De Panticosa,PP,Ayuntamiento De Panticosa,"4200,00","300,00",,,,
7040,08/11/2021,Jose Roberto Saurat Cruellas,1,Alcalde Del Ayuntamiento De Peñalba,PP,Ayuntamiento De Peñalba,"0,00","0,00",,,,
7041,08/11/2021,Juan Francisco Torralba Perez,1,Alcalde Del Ayuntamiento De Peñas De Riglos Las,PSOE,Ayuntamiento De Peñas De Riglos Las,"5850,00","417,86",,,,
7042,08/11/2021,Sergio Gambau Gracia,1,Alcalde Del Ayuntamiento De Peralta De Alcofea,PSOE,Ayuntamiento De Peralta De Alcofea,"0,00","0,00",,,,
7043,08/11/2021,Luis Pedro Boteller Enjuanes,1,Alcalde Del Ayuntamiento De Peralta De Calasanz,PSOE,Ayuntamiento De Peralta De Calasanz,"0,00","0,00",,,,
7044,08/11/2021,Manuel Santos Lalueza Ciutad,1,Alcalde Del Ayuntamiento De Perarrúa,PAR,Ayuntamiento De Perarrúa,"1080,00","77,14",,,,
7045,08/11/2021,German Antonio Palacio Pueyo,1,Alcalde Del Ayuntamiento De Pertusa,PSOE,Ayuntamiento De Pertusa,"0,00","0,00",,,,
7046,08/11/2021,Jesus Sanchez Caudevilla,1,Alcalde Del Ayuntamiento De Piracés,PSOE,Ayuntamiento De Piracés,"0,00","0,00",,,,
7047,08/11/2021,Jose Serveto Matias,1,Alcalde Del Ayuntamiento De Plan,PSOE,Ayuntamiento De Plan,"0,00","0,00",,,,
